Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics
2013-09-07,,Cambridge Day Retreats,2,2013_0907 The Wonder of Emptiness - Seeing That Frees - Part One.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/6w2r747HE9ufKVXIOem6Bg/Kf3m6Q45oX6F15PkX0EFrbA1dXr9X-prZjq77p1veHTLTgQ5gYhdrngczN_7oUF83977D4lbYXmFxzCtMObOHSA4-QFJNNsjyk2f3kuATxBrz7M1rWU2q4IW15KK3iS29RxY_AQ1yENTDX5j-ArNZvlF4ipUc79IaimdxMDYahg/GRdg_uWWUcImI1kgEWBp419IA7QpKNkWbpnVomE2Amw),The Wonder of Emptiness - Seeing That Frees (Part One),https://cambridgedayretreats.wordpress.com/2013/09/17/rob-burbea-audio-2013/,emptiness/insight,"""central concepts: fabrication, ways of looking"",definitions: avijja,blame,""self-views, noticing and practicing with"",emptiness/insight: examining inner and outer conditions,""ways of looking, flexibility in"",emptiness/insight: moving on spectrum between self and not-self"
2013-09-07,,Cambridge Day Retreats,3,2013_0907 Guided Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/zgfsp2FaTW31U1IXMtqB7A/ML6HTFG-J8k3sqEqnTonX3p8C6mXS9yHG2MimNFVfbNWwlyY6ABnO5xT060gh_iz6eEHsOLfx-2KakP-ryLtgH18aMPq2ZEoKeCqPLhIUacFOZf_JlIRA5Rw4RPMrhJZ/R7P-UgdnI8yhqs8g3vx-YMMl5NQ114t84_oQk87lmFQ),Guided Meditation,https://cambridgedayretreats.wordpress.com/2013/09/17/rob-burbea-audio-2013/,emptiness/insight,"guided practice with the emotional body,guided practice on blame,emptiness/insight: examining inner and outer conditions"
2013-09-07,,Cambridge Day Retreats,4,2013_0907 Moving Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/QdtUqhNxVlvXA-xqy4VCWw/ZJZLKMzPZge6_iTotKivJmeoUuwQjO_gaFEX1ltQICZ1rbSow8A_xw9_-_dwAej2WVPWuHIno05PPV2mR6mmpKrXVLwSUPZ5dkrQwTdGubUB775QkX3MZgvmHG1qEEAF/FCSsmSsJbll5GMqd2oyMGEbzZ0F-r9vSbNK-QWSl3kY),Moving Meditation,https://cambridgedayretreats.wordpress.com/2013/09/17/rob-burbea-audio-2013/,emptiness/insight,guided practice or instructions on voice / movement
2013-09-07,,Cambridge Day Retreats,5,2013_0907 The Wonder of Emptiness - Seeing That Frees - Part Two.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/JFE9T7xhWkjFDyB9OROQYg/2hfTxHFQ4kZWuTGX_78sTWDXRDmytxBpnddi3XUhB3NoaZXgNj13Czr1C6tQTChKKBK_I4ibjHCJbhvcKhn7gt-X55kwOwd0Zb9-eHi5Kc4HRgvD4FDcwp9jmX1rUP_r0XiYzo926M97PsOuMCPiEzE4QywMFB-M4w6zZ-4gLBc/Ydzc_jdyvtSoP1Xkj85VZcgvSFAXD4oMkyq_k06_eW8),The Wonder of Emptiness - Seeing That Frees (Part Two),https://cambridgedayretreats.wordpress.com/2013/09/17/rob-burbea-audio-2013/,emptiness/insight,"""central concepts: fabrication, ways of looking"",""emptiness/insight: fading, unfabricating"",""self-views, noticing and practicing with"",three characteristics,impermanence (anicca),not-self (anatta),emptiness/insight: dot-to-dot practice,""emptiness/insight: stepping-stones, insight building on insight"",""ways of looking, flexibility in"""
2013-09-07,,Cambridge Day Retreats,6,2013_0907 Questions and Answers.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/BTOqrJvIBvSaL5VMsAWlmA/2WeZHM_oPSGyo1DIxpTUkwn1Xefsdr2th16k6egcargsQRsP9r0B15cFoiieOK2jlMNWJZUdzxJVzoOrvlK0BYoBHPYrrPK9pernW_TPgYB7gTdyaGH4DwgZF0ZDvOoP/DCGCT1m-XePdkef9d-Ux0Sm5cbEdRT4EEoba-_C64sg),Questions and Answers,https://cambridgedayretreats.wordpress.com/2013/09/17/rob-burbea-audio-2013/,emptiness/insight,"emptiness/insight: examining inner and outer conditions,emptiness/insight: cultivating or deconstructing well-being,emptiness/insight: doubts/concerns in or about practice,emptiness/insight leads to more care and love,""ways of looking, flexibility in"",blame,emotions / mind states: developing capacity to feel in body"
2013-11-02,2013_1102 November Solitary.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/CJKjTUYjVVJRNpKYC2oXJw/yzXrHaByBEgr9EuACvjn93uHyJJNVyKIgGfMSKcdtxIhtZbs0mUlOG6mTLoHeZv2VZCg4qFzJuOcYCj_7Gv-TscyBco_LGGZEbt538-1ua8y9WuozFI1g0No5nWEGqLl/KGY9vAO9oF6vknU-k7BPR5u45UZIwdJMGRqAixnfnf0),November Solitary,1,2013_1102 Wise Responses to the Hindrances.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/gSLVGihVtTIQA9hDNEKBKw/TI6kotAGtmLz_a0-rddTtnScpc90-qUJ2Vk7Inu0jBmkjNnJKNWVCdm-tqI0YMseHoRf_IcKmMqdnDbYpdWigvZqCk8aL_5GGL3U78YyBJW-7h1RCeRmI2jgh0tiHki8D5I1icHsmwEpR5RW6IFv4w/iUMb1atBx0vvhSwBu3aMQmMMfDqIQjanWC25H78bNpE),Wise Responses to the Hindrances,https://dharmaseed.org/teacher/210/talk/21822/,samadhi/jhana,"hindrances,goals and effort,samadhi,samadhi: how and why it develops,""sexual energy, working with"",emotions / mind states: anger,emotions / mind states: boredom,working with tiredness / dullness"
2013-11-10,,November Solitary,2,2013_1110 The Theatre of Selves Part One.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/hz1Zu1TFg3_ysy47RANWfg/53LDFQfe43yK6JgSoNfUP543WSvTWOAMj2DdkZF9GchBUGQK48VosGS1LARRou9ScsMjM85alg9opQJyknCb7I4XkTdjRJdTSPGN99L26wkvmy8iMldG5cHcQ6UuZ6pF/evno_gqB7rFreQI7Bpv4OI1NrH8NTcKNjyUPUhx7fy0),The Theatre of Selves (Part One),https://dharmaseed.org/teacher/210/talk/21819/,imaginal/soulmaking,"emptiness/insight: list of anatta (emptiness of self) practices,""soulmaking: self becoming imaginal, re-enchanting self"",not-self (anatta),desire/eros,concepts/logos,judgment/inner critic,critique: view of aggregates/everything as a process,images: what is an image?,""inner critic, imaginal practice with"",soulmaking: doubts/concerns in or about imaginal practice,dangers or shadow sides in any dharma path"
2013-11-17,,November Solitary,3,2013_1117 The Theatre of Selves Part Two.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/q51_IY-gZOA-y8AtDUImuw/XkdtZ6r81TU7llBxdVQOw1bzINj-umQoD2P-7YPRdTrj-EKqoifY2CZeCzWJwZ1iMplF9xF8fg-LHmahi10mHmwCKolzYM6rBAQdWe7zaxpHC24MO5BxRP66aAdhtEOR/GZ-NmGoDp2VB5c8HsB31FY2CQ_IK2op1kTgQcOPRqcI),The Theatre of Selves (Part Two),https://dharmaseed.org/teacher/210/talk/21821/,imaginal/soulmaking,"""soulmaking: self becoming imaginal, re-enchanting self"",""soulmaking: retaining the personal, unique, particular"",not-self (anatta),images: archetypal,concepts/logos,metta,Middle Way of the imaginal,images: how to get images,mindfulness,soulmaking: imaginal vs imagination/daydreaming/fantasizing,""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",images: using the energy body to navigate,""soulmaking: movement, mudras, and voice"",images: love in and from images,soulmaking: telos / the angel out ahead,cosmopoesis,images: what is an image?,images: iconic/poetic versus narrative images,images: not reducing to one meaning or causal explanation"
2013-11-24,,November Solitary,4,2013_1124 The Theatre of Selves Part Three.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/ovL-TgwWlm-bwNqIXmiXvw/T1xuYhXa_IczKubLgfjjoeGjz-Z25jumk9xT1ynUUXUKIsJ2do0HNEXAFiIe-qa_PEl8z3ZCwnzEwUdXgtWM4waUjgWh05jNRjhxiWJLTJg5sj644etv0vXpmcDi2gRd/GDJtrbA3vWppQXW6JfTs99cepwsmrqkXS-gwws7EW4s),The Theatre of Selves (Part Three),https://dharmaseed.org/teacher/210/talk/21820/,imaginal/soulmaking,"""soulmaking: self becoming imaginal, re-enchanting self"",soulmaking and emptiness: basis of non-realism,""emptiness/insight: fading, unfabricating"",images: iconic/poetic versus narrative images,not-self (anatta),images: archetypal,concepts/logos,concepts and ideas are present in all perception,concepts/logos: importance of supportive conceptual frameworks,concepts/logos: ways logos can be too limited,fullness of intention (not primarily in service of self),images: non-soulmaking uses of images,soulmaking: the student/teacher relationship,soulmaking: demands from imaginal figures,soulmaking: discernment and delineation in soulmaking,image as primary,""metaphors: water, liquid"",soulmaking: doubts/concerns in or about imaginal practice"
2013-12-08,"""2013_1208 Day Retreat, London Insight.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/e2K5acnrdAnDZJ3oOh1ZNA/PiUpT7S3Rg_dpks3Ifz_NUm8YkErRx4V4p_5pknXjTvtMM21nbeC8U8aeDzbfFBW2hJFeq7qY3CvpydC-hB-MUibC7WO-kjXVo4rB7hdhjBwmnFa0X2amXQF8sRwKcMr/k-7fhw99nG_lfB1hi0uNxPNs32npji8HpjcfoCjaQa8)""","Day Retreat, London Insight",1,"""2013_1208 Releasing the Self, Freeing its Demons Part One.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/6RWPVC1RpmP96mqAHLL_yQ/uxEBGjnNosC4Xm-OQwGlch2Fr_Rwh98bRKsadLCsGZyz6zcmT044U83gtBwzv_UmRZiH7wPJKKz-0R9q3mBxTbVrCjWq5gsLOQarLCrGzHRw0NBUm8LJq8iQ_m-bylOTPxDdyhGciqnL2MxsbykbpQ/Wd54nfhNSiue4GC8krrtmMvHYC8mry7XzPnaJ5wxh0A)""","Releasing the Self, Freeing its Demons (Part 1)",https://drive.google.com/file/d/1qxYUCAIXNcylYP2fzn5b2-D9ID301LAT/view?usp=sharing,imaginal/soulmaking,"judgment/inner critic,images: early talks on images,critique: view of aggregates/everything as a process,simplicity and simplism,""soulmaking: self becoming imaginal, re-enchanting self"",""self-views, noticing and practicing with"",""inner critic, imaginal practice with"""
2013-12-08,,"Day Retreat, London Insight",2,2013_1208 Guided Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/QvgOMZHav4MPgJlWiBFycA/XRGKViYKeGSSbgPE8Cfj5wI5nhqx0ha14aR9Q7Uag3qEE4Da6w-Iqr98GjEAM_HhgTiTYQf5sY3xlV7Ed0CpNlVCE4rmMUhayrBjySHxivhIGRG0R8u5YLp7CwEWQAO3/416unEHHqDuD14NtguFT_i-ItlOefvUxXL8fFCz1Jlk),Guided Meditation,https://drive.google.com/file/d/1kr4z96XbHQM33r3JZif6L2dqsOiQ5Ilr/view?usp=sharing,imaginal/soulmaking,"guided meditation on the breath,guided energy body meditation,walking meditation"
2013-12-08,,"Day Retreat, London Insight",3,"""2013_1208 Releasing the Self, Freeing its Demons Part Two.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/DeOeKGr6W4pS7pcL5FeuPQ/jF1g-2Wy8G9tvZ_1iBIl_y6TSYgr206Ip0mawzRjP37jgyQBR6Yrw-7VUJqHTLZ9eZ7o42E0F2DAifhSkWniC3ug6Ljm-YL8NMJB2oMek5lretoZ2AevFPTXs7vouwOrfYOWBRXn-t35Og8LrIHw-Q/vVrxXQTwzZTT3RlMkDRjdHy7CHAXn8Kl_ly3udY3aAM)""","Releasing the Self, Freeing its Demons (Part 2)",https://drive.google.com/file/d/1L8QgFAEfYFc8-LZXa2iuhwRWJxMeto39/view?usp=sharing,imaginal/soulmaking,"""inner critic, imaginal practice with"",judgment/inner critic,images: early talks on images,images: archetypal,""self-views, noticing and practicing with"",art and soul,Middle Way of the imaginal,images: what is an image?,mindfulness,""soulmaking: self becoming imaginal, re-enchanting self"""
2013-12-08,,"Day Retreat, London Insight",4,2013_1208 Standing Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/-9V0yR3jxZGjnxD4ih7M8A/kY105hj_5jS2i5SSIBzPChnxK3VnMg9SBqaloppGnWCLdIq9Ki5wOPf92Sogu5Pw7Sjbogcs7_pgGMne3w_ZoCqyQ614u8sidGsKP45CgOpc9bjayqEQFxbE4fI1vOnB/OEWzDag7Ls_JoKEytRuzr2OnwJPs42Q3bl-OJqNRqlQ),Standing Meditation,https://drive.google.com/file/d/10n4XDMy688g-NaHU9q7-Mp1V737sDaBh/view?usp=sharing,imaginal/soulmaking,"mindfulness,guided standing meditation"
2013-12-08,,"Day Retreat, London Insight",5,"""2013_1208 Releasing the Self, Freeing its Demons Part Three.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/UV97te4VRbfRIjVFCEYC1Q/BldgKIQmwSC9JSZaY-hMzhFWQ-c0H88btucAbvXby6Fvo3cfCcgEKL5r6qxjnsuCxmVbyOQxEGDzZao1ViRhtcCdQTDeOzM5h7R1zrskrECXnfMwGKXRm8oLcZ__MZL2be-CI86y_njgTSgReJqV5g/27wiiX3vUYlbEvln89KSbdeAwruPSEH2TMXxnRQ4V20)""","Releasing the Self, Freeing its Demons (Part 3)",https://drive.google.com/file/d/14wzew3YNe3eRhfjnzTGiSx-VnNjCJb85/view?usp=sharing,imaginal/soulmaking,"images: iconic/poetic versus narrative images,desire/eros,concepts/logos,images: early talks on images,soulmaking: imaginal vs imagination/daydreaming/fantasizing,images: not reducing to one meaning or causal explanation,soulmaking: demands from imaginal figures,soulmaking: doubts/concerns in or about imaginal practice,dangers or shadow sides in any dharma path,images: using the energy body to navigate,soulmaking: discernment and delineation in soulmaking,repression / suppression,""soulmaking: self becoming imaginal, re-enchanting self"",concepts/logos: importance of supportive conceptual frameworks"
2014-04-16,,Interview,1,2014_0416 Buzz Tour Interview.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/8Ft2JYp7vrmGb2X6Qhbyhg/2ISyzkZNjWYbRfZd4FOkahs3gOsiOV_LCBIM19PLez_aRfvG18cX11VuPcIliqZWeT5K7I21kGDxN8yLzNJuDA8royrv47S0rxW7JzR9AKVaeOxj22jPHQm-JETspmJF/dWiW-xrX_MXBMPJ0XUBg-BhigE16bbCQ9S9hPbu5Lbk),Buzz Tour Interview,https://vimeo.com/131864790,other topics,"ethics/engagement,""emotions / mind states, resourcing and cultivating skillful"",""emotions, skill with"",activism and engagement: working with burnout,mindfulness"
2014-09-13,"""2014_0913 Cambridge Day Retreats - Releasing the Self, Freeing its Demons.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/Kh186wAxcP34jMKswJ-H5A/1L6LER6SHuDiO9G6pE7uTLiIdZBfnCG0V4El3O4-83w4vKB71OaXxIAGfFuvyp1ucCazwxHp1YCmy363uvyLsm6CT_53vknld0kOT8A2AKg3WVDLsvgA5-jP-USf84BnzdiBpJN2FcH9DTNTPhMgczmFMrhOwM2U81kGK3X1khA/uE0VnmRXHHeNH4zHA49PdhKsEtgUEkxUWahMsMMApzE)""",Cambridge Day Retreats,1,"""2014_0913 Releasing the Self, Freeing its Demons - Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/YSVwS5a1JM6N_KC6w3Mlfw/XnllDbd4XfJACvCRLxvrylMDiO6ABKb5fxI0O_i1etiRwTpxOHYa0LNxylrWZKo-kmvv4B523JDFechUQ6so8p-hTA3-Vggi3x6ToKHVgOqn45swj1_spJBH7o-bsxlcvXQ2o6c2R7fefCh9TC9cjg/ASgubCYMhSRy2nrAhYfmZslGhE2lNMOAbN8dWnm9jSM)""","Releasing the Self, Freeing its Demons (Part 1)",https://cambridgedayretreats.wordpress.com/2014/10/12/audio-rob-burbea-2014/,imaginal/soulmaking,"critique: view of aggregates/everything as a process,simplicity and simplism,""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",judgment/inner critic,""inner critic, imaginal practice with"",""self-views, noticing and practicing with"",""soulmaking: self becoming imaginal, re-enchanting self"",images: early talks on images"
2014-09-13,,Cambridge Day Retreats,2,2014_0913 Guided Meditation.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/MIRrPRwvixXkkMvdcyTQzw/Pa_fZ4GSYVosODzR5EqQZ2ElLcMROgQKobweBLZQv8ZkCG65r6bJMX7v4heUI9P_Pu4jKu4c2DzEzrxfFuogZmhHwPEco8Xe1dZM_o5XnTPRDeWgbvWL5LWjWtiEQoKH/zAEq2XJ8JuoAWNVI4nM6LU35KHxnZxuolAqRwYd-auY),Guided Meditation,https://cambridgedayretreats.wordpress.com/2014/10/12/audio-rob-burbea-2014/,imaginal/soulmaking,"guided energy body meditation,guided meditation on the breath"
2014-09-13,,Cambridge Day Retreats,3,"""2014_0913 Releasing the Self, Freeing its Demons - Part 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/vOiba0hAjeHyRk2dg591Vw/JRa87LlWwss15pss5fbKW8NEvwZeAjAiiI5P6HL0tTxAGbtVszqeye6H3tTWOv9FQAABTlmP7wiFzU7nkG5K93Bp28moQ5UPZ6LyxsUFgdtcjT5XipAXRuxKfhjLU9vg-qGmZIEbZ29RdcMJsJtQRA/gMs2tWIo8d5mtG5Cb6KCfYJiS-ADW0C74kV51SUwi9Q)""","Releasing the Self, Freeing its Demons (Part 2)",https://cambridgedayretreats.wordpress.com/2014/10/12/audio-rob-burbea-2014/,imaginal/soulmaking,"judgment/inner critic,""inner critic, imaginal practice with"",""self-views, noticing and practicing with"",Middle Way of the imaginal,images: what is an image?,art and soul,""soulmaking: self becoming imaginal, re-enchanting self"",images: early talks on images"
2014-09-13,,Cambridge Day Retreats,4,"""2014_0913 Releasing the Self, Freeing its Demons - Part 3.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/q1tvXBSHHvag4NDCgs5jcg/HMSVpD5SljtI3mC8ra5Z4weJLoNszMaseREoOlxi4ia8L87eDgQVUdSozi_knLh5TeL72nrAYj9ZaC1Jyx6gPPKZnRmwGaLbZ9WxjcEi_slAcXFmHt-sUdbTt1LIlon8jxAgTgRDqrnLYpr7J32X1Q/NwcKkPQir1Tn4xpnR2kLiakSg_9ccY9usPlupbaaE3A)""","Releasing the Self, Freeing its Demons (Part 3)",https://cambridgedayretreats.wordpress.com/2014/10/12/audio-rob-burbea-2014/,imaginal/soulmaking,"soulmaking: imaginal vs imagination/daydreaming/fantasizing,images: not reducing to one meaning or causal explanation,""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",energy body,images: using the energy body to navigate,concepts/logos,soulmaking: demands from imaginal figures,images: iconic/poetic versus narrative images,""Hillman, James"",image as primary,soulmaking: doubts/concerns in or about imaginal practice,dangers or shadow sides in any dharma path,definitions: soulfulness,soulmaking: discernment and delineation in soulmaking,""soulmaking: self becoming imaginal, re-enchanting self"",concepts/logos: importance of supportive conceptual frameworks,images: early talks on images"
2014-09-28,,Conversation with Rabbi Raphael Zarum,1,2014_0928 Conversation with Rabbi Raphael Zarum - When Moshe Met the Buddha.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/NFv_boSa8rLFCQ8v9Qk43g/K_mKWGx103vpRU4UqFc_ritD5jm7tBPM52ufZNExOmEtF0GeSnU0GDeq2NzdDssKIkRQrPaii0JQL6UZNYOkKAexsmNKKBdw6jfKKsRM81OaZs39P16eNyhe7EzZGU-SczpHQ21LUok_KAKDHCgg_ZDe7mUaZMap8JYPP5X531g/Cv44x9F-8eV2_nyYRfXF2n9NAS80r9mTkADxOnvCEH8),When Moshe Met the Buddha,https://drive.google.com/file/d/1rrVt0vFFgv4-_MMI_JAnLf5Xl92HSMNT/view?usp=sharing,other topics,"Rob biographical,fantasies of the path,aging/sickness/death,karma,faith,Four Noble Truths,metaphysics,desire/eros"
2014-10-05,"""2014_1005 Day Retreat, London Insight.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/ou81-CvP7DUltkttesO4AQ/mv3POkUAsLqFe-Udw5kVep94MuCvcwmPlK1DTrg_IUrfSFqUPoDCqs9cnyCQmexi6q3dnaRbNsfHKOKeBcqA0fBsDwFFgLpJCdrDv6slMEQQYy2sKZQw5GWRfUkEe76i/C0QmnOR9z_yhqNrjgf14GxwsqOt0ATaURjFMR0iaqfo)""","Day Retreat, London Insight",1,"""2014_1005 Releasing the Self, Freeing its Demons Part 1.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/WWV8W7adBXea98aXl03B1w/KesMDXhZ52gXsxf0rRbob3U-Lc1wxvR5L_XHoWG5OlOWrkfPxNYVh9MktK2HLREDdfrRudhEXO8mlLV9W8ktWHJw4rX9PbmaClN1U31ffeA9823X4Q7wTApEgaYmyKgJKJZE22CMRmW_IixqPfSurQ/ZAyo6tYRphbDcu-Kzfgv6h6TNzDEyCxRsZAmUSaqOw4)""","Releasing the Self, Freeing its Demons (Part 1)",https://dharmaseed.org/teacher/210/talk/28026/,imaginal/soulmaking,"""inner critic, imaginal practice with"",images: early talks on images,judgment/inner critic,desire/eros,""soulmaking: dark gods (the weird, dark, pathological, sexual, etc.)"",simplicity and simplism,""self-views, noticing and practicing with"",""soulmaking, duty in"",critique: view of aggregates/everything as a process,""soulmaking: self becoming imaginal, re-enchanting self"""
2014-10-05,,"Day Retreat, London Insight",2,"""2014_1005 Releasing the Self, Freeing its Demons Part 2.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/jDP5J8fuIb06c2oWEAdpbw/outH4DGJ0X_kKeD4Nbf67FOSmm5wyteC71FrV7Z5-dBvvvzZjET8cpuBw5GCMMdJ9rhu1c4FfpB7sPoBI4aPfKCLI1HyDC1cl4R1V0W4Qgd7VL0MK1QFzPntavV1X3v3yRfcTsrR_y-ndD05DnxV_Q/zr8gw3_fn568xiUT96e9bl3hkSRZVo9j1GxdMgcS0cA)""","Releasing the Self, Freeing its Demons (Part 2)",https://dharmaseed.org/teacher/210/talk/28028/,imaginal/soulmaking,"""inner critic, imaginal practice with"",images: early talks on images,images: archetypal,judgment/inner critic,mindfulness,Middle Way of the imaginal,images: what is an image?,""soulmaking: self becoming imaginal, re-enchanting self"",""self-views, noticing and practicing with"""
2014-10-05,,"Day Retreat, London Insight",3,"""2014_1005 Releasing the Self, Freeing its Demons Part 3.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/3lzK91lcYLsY-wQqueM8Tg/Nhm3pEAuDtVrAcuy8MZGk4em2fwRKk7Ghy7f-6GduqeYLi2dBPuotxZH0Uga_0yKLtf0a9vuIHpbEbgxWwmC6E6vVjEeaDzOVE_KUOhl8okUttfOWqJM_LPYwzTDHu45H0Z5IDsaaMqI9HS9yHxv8w/eMR8pxbCpp59Jucv4hDqClc1FDC2xpXruhzKZxAsNV4)""","Releasing the Self, Freeing its Demons (Part 3)",https://dharmaseed.org/teacher/210/talk/28027/,imaginal/soulmaking,"images: iconic/poetic versus narrative images,desire/eros,concepts/logos,images: early talks on images,soulmaking: imaginal vs imagination/daydreaming/fantasizing,mindfulness,images: using the energy body to navigate,soulmaking: demands from imaginal figures,images: not reducing to one meaning or causal explanation,images: asking what images want from us,soulmaking: doubts/concerns in or about imaginal practice,dangers or shadow sides in any dharma path,definitions: soulfulness,definitions: soul,repression / suppression,""soulmaking: self becoming imaginal, re-enchanting self"",concepts/logos: importance of supportive conceptual frameworks"
2014-11-02,2014_1102 November Solitary.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/yg3IEsNVaB4_dFRf13hnIA/sH7053BC5d_TDmuP27RPHKyro5SLX_g9DdtmIJkvltMCcdLsE5mkPrp1wALWiqPXVxdZCk_YEnp6AE1a2mYQWWETkQiF4PZSGm5jCBOapIA1W3hmz_CpNvm4uxpTPRPz/rwI1XVDr4ZA4FVid_-figsxlQqxVtU1dqCWf1hyDxAc),November Solitary,1,2014_1102 Creative Samadhi.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/njHUTshHGmHZXTcn_bGmWA/AwZfIjGXd7UfF3NPK1vH6Bhgis9-B3go6GuRJ-3Wt0H0eeAwr71AQSahcQV0YG4wG1etomHd08ovHRGqpLP4U67TmQ0ja6rnl8gxBkmWqerpnwIYgIJ4_SzCQqrewE4y/J_80JhyKPikpKQHJWM1WgOCecKMRe7Mspg2Upml8_iw),Creative Samadhi,https://dharmaseed.org/teacher/210/talk/26008/,samadhi/jhana,"guided energy body meditation,samadhi,energy body,views/orientations in practice,views of the path,insight and cultivation (aspects or wings of the path),definitions: energy body,breath meditation,goals and effort,definitions: what is insight?,definitions: samadhi,""subtlety, subtlizing of attention and experience"""
2014-11-12,,November Solitary,2,2014_1112 Questioning Awakening.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/0V_AgSh1sgout0xAG5WFlQ/GLt4pbA3I38iG_47hWapthqHgp9QhGcCPqMOch_ct87_X3N4VorfCBgfKl7oQaN7XqXJgaglmyrq3AwdZ02QFTeoxzI_llJjhNHvLN33ssM8vUhfIYM5S-jJ5JYAJ0na/6WpP-ScqOEMTQQ9lJxduMDvrAjSw4sY9qDC4BkPB6Cw),Questioning Awakening,https://dharmaseed.org/teacher/210/talk/26010/,other topics,"views of the path,inquiring,awakening,Four Noble Truths,conceptions of dukkha and the Four Noble Truths,views/orientations in practice,concepts/logos,existentialist Dharma,scientism / scientific materialism / reductionism,metaphysics,metaphyics: ultimately unprovable assumptions,concepts and ideas are present in all perception,critique: the practice of 'being with' or 'bare attention',images: early talks on images"
2014-11-19,,November Solitary,3,2014_1119 Buddhism Beyond Modernism.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/7xvD_uu7a21K2OxIaKHl0w/rg7jtuiZG6Q1BmLz3c7i22J1dMm_qeSV5YP99jdG-4f9fUXSc-uiGHZOE21pPVawRf1A86PTR4XBp-M3UZA9nqiHFHkon-P7m1JP0AkHM3yZOeJ5yZXZ5J8Oho4NbNME/ejJdAHutiqbGnkzlbxagFCFguL3XuF0CY3B8kPnU8bs),Buddhism Beyond Modernism,https://dharmaseed.org/teacher/210/talk/26007/,other topics,"views/orientations in practice,awakening,Four Noble Truths,metaphysics,concepts/logos,images: early talks on images,views of the path,inquiring,modern physics / quantum physics,breaking of the vessels (Shevirat ha-Kelim),imaginal practice: beyond or within Buddhadharma?,critique: the practice of 'being with' or 'bare attention',scientism / scientific materialism / reductionism,metaphysics: opening up ontology and epistemology,images: not reducing to one meaning or causal explanation,""causality, questioning notions of"",image as primary,Hermes"
2014-11-25,,November Solitary,4,2014_1125 In Praise of Restlessness.pdf (https://v5.airtableusercontent.com/v1/14/14/1673553600000/aVYD4u_NaR4LKUL6zrFSVw/afdbuPTwjTNrgbvO2c5TQgnd5qzwuKG2Id4_gPxGwJ68jIV82cqEBUcZ6SoLOJm66gFl-nfHnrXQrGtJxFDn_BQ05q1A2aCjg_OQjQYFvOn-57tEI3mIJ-ONQptgb7EM/lynQEjlOPKH3_wyJj_E2r_c9oipahXMz-7KAc1wFaSI),In Praise of Restlessness,https://dharmaseed.org/teacher/210/talk/26009/,other topics,"inquiring,fantasies of the path,metaphysics,Four Noble Truths,images: early talks on images,breaking of the vessels (Shevirat ha-Kelim),homelessness on the path,Hermes,awakening,awakening as open-ended,""awakening: stream-entry, stages of awakening"",views of the path,""Corbin, Henry"",""Hillman, James"",Jung,metaphysics: opening up ontology and epistemology"
